股票代號,股票名稱,上市日期,上櫃日期,上市櫃
6242,立康,,20030423,.TWO
6244,茂迪,,20030515,.TWO
6245,立端,,20030519,.TWO
6246,臺龍,,20030618,.TWO
6248,沛波,,20030903,.TWO
6259,百徽,,20030917,.TWO
6261,久元,,20040329,.TWO
6263,普萊德,,20030917,.TWO
6264,富裔,,20040224,.TWO
6265,方土昶,,20031024,.TWO
6266,泰詠,,20040429,.TWO
6270,倍微,,20030917,.TWO
6274,台燿,,20031218,.TWO
6275,元山,,20041223,.TWO
6276,安鈦克,,20031030,.TWO
6279,胡連,,20031126,.TWO
6284,佳邦,,20040629,.TWO
6287,元隆,,20031002,.TWO
6290,良維,,20050603,.TWO
6291,沛亨,,20040128,.TWO
6292,迅德,,20031126,.TWO
6294,智基,,20040113,.TWO
6404,通訊-KY,,20140723,.TWO
6411,晶焱,,20140311,.TWO
6417,韋僑,,20151008,.TWO
6418,詠昇,,20190218,.TWO
6419,京晨科,,20141229,.TWO
6425,易發,,20190118,.TWO
6432,今展科,,20150520,.TWO
6435,大中,,20160107,.TWO
6441,廣錠,,20170927,.TWO
6446,藥華藥,,20160719,.TWO
6457,紘康,,20150612,.TWO
6461,益得,,20180328,.TWO
6462,神盾,,20151223,.TWO
6465,威潤,,20151120,.TWO
6469,大樹,,20160330,.TWO
6470,宇智,,20151103,.TWO
6472,保瑞,,20170419,.TWO
6482,弘煜科,,20160613,.TWO
6485,點序,,20151117,.TWO
6486,互動,,20160913,.TWO
6488,環球晶,,20150925,.TWO
6492,生華科,,20170424,.TWO
6494,九齊,,20160509,.TWO
6496,科懋,,20160107,.TWO
6499,益安,,20160727,.TWO
6506,雙邦,,20110503,.TWO
6508,惠光,,20040322,.TWO
6509,聚和,,20040412,.TWO
6510,精測,,20160324,.TWO
6512,啟發電,,20160325,.TWO
6514,芮特-KY,,20151202,.TWO
6516,勤崴國際,,20190506,.TWO
6517,保勝光學,,20221215,.TWO
6523,達爾膚,,20160616,.TWO
6527,明達醫,,20191225,.TWO
6530,創威,,20180123,.TWO
6532,瑞耘,,20160926,.TWO
6535,順藥,,20160926,.TWO
6538,倉和,,20161021,.TWO
6542,隆中,,20160908,.TWO
6546,正基,,20220524,.TWO
6547,高端疫苗,,20180417,.TWO
6548,長科*,,20160913,.TWO
6556,勝品,,20171031,.TWO
6560,欣普羅,,20170124,.TWO
6561,是方,,20180605,.TWO
6568,宏觀,,20161228,.TWO
6569,醫揚,,20161221,.TWO
6570,維田,,20171211,.TWO
6574,霈方,,20170904,.TWO
6576,逸達,,20180629,.TWO
6577,勁豐,,20170321,.TWO
6578,達邦蛋白,,20180918,.TWO
6584,南俊國際,,20230518,.TWO
6588,東典光電,,20200701,.TWO
6589,台康生技,,20190628,.TWO
6590,普鴻,,20181224,.TWO
6593,台灣銘板,,20171103,.TWO
6596,寬宏藝術,,20180104,.TWO
6603,富強鑫,,20040405,.TWO
6609,瀧澤科,,20030923,.TWO
6612,奈米醫材,,20180718,.TWO
6613,朋億*,,20171228,.TWO
6615,慧智,,20180122,.TWO
6616,特昇-KY,,20180110,.TWO
6624,萬年清,,20190528,.TWO
6629,泰金-KY,,20190606,.TWO
6640,均華,,20181023,.TWO
6642,富致,,20190923,.TWO
6643,M31,,20190123,.TWO
6649,台生材,,20190605,.TWO
6651,全宇昕,,20210201,.TWO
6654,天正國際,,20181023,.TWO
6661,威健生技,,20210127,.TWO
6662,樂斯科,,20190326,.TWO
6664,群翊,,20180912,.TWO
6667,信紘科,,20181113,.TWO
6679,鈺太,,20190509,.TWO
6680,鑫創電子,,20190916,.TWO
6683,雍智科技,,20190423,.TWO
6684,安格,,20210811,.TWO
6690,安碁資訊,,20191030,.TWO
6693,廣閎科,,20220301,.TWO
6697,東捷資訊,,20191226,.TWO
6703,軒郁,,20201020,.TWO
6708,天擎,,20221229,.TWO
6712,長聖,,20210108,.TWO
6716,應廣,,20200327,.TWO
6721,信實,,20220429,.TWO
6727,亞泰金屬,,20201201,.TWO
6728,上洋,,20201225,.TWO
6732,昇佳電子,,20200608,.TWO
6733,博晟生醫,,20210128,.TWO
6735,美達科技,,20220429,.TWO
6741,91APP*-KY,,20210525,.TWO
6747,亨泰光,,20210119,.TWO
6751,智聯服務,,20201225,.TWO
6752,叡揚,,20201210,.TWO
6761,穩得,,20211108,.TWO
6762,達亞,,20201218,.TWO
6763,綠界科技,,20220315,.TWO
6767,台微醫,,20210125,.TWO
6788,華景電,,20210929,.TWO
6791,虎門科技,,20221114,.TWO
6803,崑鼎,,20100527,.TWO
6804,明係,,20220331,.TWO
6811,宏碁資訊,,20220809,.TWO
6821,聯寶,,20230522,.TWO
6823,濾能,,20220630,.TWO
6829,千附精密,,20220311,.TWO
6840,東研信超,,20230324,.TWO
6841,長佳智能,,20230301,.TWO
6843,進典,,20221121,.TWO
6846,綠茵,,20230515,.TWO
6854,錼創科技-KY創,,,.TWO
6855,數泓科,,20221006,.TWO
6859,伯特光,,20221128,.TWO
6865,偉康科技,,20230111,.TWO
6869,雲豹能源-創,,,.TWO
6873,泓德能源-創,,,.TWO
6874,倍力,,20221214,.TWO
6877,鏵友益,,20230616,.TWO
7402,邑錡,,20151229,.TWO
7556,意德士,,20201030,.TWO
8024,佑華,,20060925,.TWO
8027,鈦昇,,20150609,.TWO
8032,光菱,,20031002,.TWO
8034,榮群,,20040506,.TWO
8038,長園科,,20131121,.TWO
8040,九暘,,20070430,.TWO
8042,金山電,,20040322,.TWO
8043,蜜望實,,20031024,.TWO
8044,網家,,20050124,.TWO
8047,星雲,,20040209,.TWO
8048,德勝,,20090908,.TWO
8049,晶采,,20040202,.TWO
8050,廣積,,20031024,.TWO
8054,安國,,20041108,.TWO
8059,凱碩,,20100316,.TWO
8064,東捷,,20060925,.TWO
8066,來思達,,20041224,.TWO
8067,志旭,,20040423,.TWO
8068,全達,,20040325,.TWO
8069,元太,,20040330,.TWO
8071,能率網通,,20031229,.TWO
8074,鉅橡,,20040127,.TWO
8076,伍豐,,20031215,.TWO
8077,洛碁,,20041206,.TWO
8080,永利聯合,,20040510,.TWO
8083,瑞穎,,20040923,.TWO
8084,巨虹,,20040308,.TWO
8085,福華,,20040301,.TWO
8086,宏捷科,,20090601,.TWO
8087,華鎂鑫,,20040225,.TWO
8088,品安,,20040227,.TWO
8089,康全電訊,,20200923,.TWO
8091,翔名,,20040624,.TWO
8092,建暐,,20040202,.TWO
8093,保銳,,20041231,.TWO
8096,擎亞,,20040715,.TWO
8097,常珵,,20040301,.TWO
8099,大世科,,20040329,.TWO
8107,大億金茂,,20051115,.TWO
8109,博大,,20050322,.TWO
8111,立碁,,20040209,.TWO
8121,越峰,,20050217,.TWO
8147,正淩,,20130430,.TWO
8155,博智,,20121218,.TWO
8171,天宇,,20111219,.TWO
8176,智捷,,20130625,.TWO
8182,加高,,20060525,.TWO
8183,精星,,20050330,.TWO
8227,巨有科技,,20221220,.TWO
8234,新漢,,20070607,.TWO
8240,華宏,,20050623,.TWO
8255,朋程,,20060425,.TWO
8277,商丞,,20041227,.TWO
8279,生展,,20160926,.TWO
8284,三竹,,20200518,.TWO
8289,泰藝,,20080424,.TWO
8291,尚茂,,20111129,.TWO
8299,群聯,,20041206,.TWO
8342,益張,,20171123,.TWO
8349,恒耀,,20060310,.TWO
8354,冠好,,20040415,.TWO
8358,金居,,20100927,.TWO
8383,千附,,20040910,.TWO
8390,金益鼎,,20080521,.TWO
8401,白紗科,,20100329,.TWO
8403,盛弘,,20110301,.TWO
8409,商之器,,20131125,.TWO
8410,森田,,20110223,.TWO
8415,大國鋼,,20160907,.TWO
8416,實威,,20120919,.TWO
8418,捷必勝-KY,,20111206,.TWO
8420,明揚,,20141110,.TWO
8421,旭源,,20121123,.TWO
8423,保綠-KY,,20120314,.TWO
8424,惠普,,20121218,.TWO
8426,紅木-KY,,20111213,.TWO
8431,匯鑽科,,20150330,.TWO
8432,東生華,,20120430,.TWO
8433,弘帆,,20121219,.TWO
8435,鉅邁,,20121228,.TWO
8436,大江,,20130912,.TWO
8437,大地-KY,,20150506,.TWO
8440,綠電,,20180328,.TWO
8444,綠河-KY,,20151027,.TWO
8446,華研,,20131219,.TWO
8450,霹靂,,20141007,.TWO
8455,大拓-KY,,20160108,.TWO
8472,夠麻吉,,20160111,.TWO
8476,台境,,20170328,.TWO
8477,創業家,,20161031,.TWO
8489,三貝德,,20170427,.TWO
8905,裕國,,19960131,.TWO
8906,花王,,19960423,.TWO
8908,欣雄,,19970214,.TWO
8916,光隆,,19990420,.TWO
8917,欣泰,,19990506,.TWO
8921,沈氏,,20000321,.TWO
8923,時報,,19991227,.TWO
8924,大田,,20000209,.TWO
8927,北基,,20001102,.TWO
8928,鉅明,,20010202,.TWO
8929,富堡,,20001130,.TWO
8930,青鋼,,20001206,.TWO
8931,大汽電,,20010510,.TWO
8932,宏大,,20010329,.TWO
8933,愛地雅,,20010328,.TWO
8935,邦泰,,20020326,.TWO
8936,國統,,20020909,.TWO
8937,合騏,,20021029,.TWO
8938,明安,,20021202,.TWO
8941,關中,,20030120,.TWO
8942,森鉅,,20030516,.TWO
9949,琉園,,20031121,.TWO
9950,萬國通,,20040217,.TWO
9951,皇田,,20031218,.TWO
9960,邁達康,,20041206,.TWO
9962,有益,,20060710,.TWO
